NNUM,Student_ID,Grade_percent,DDate
860,3050430,15.0,2022-09-29
861,2547315,0.0,2022-09-29
862,3050424,0.0,2022-09-29
863,3050421,0.0,2022-09-29
864,3050414,0.0,2022-09-29
865,3050411,0.0,2022-09-29
866,2762483,0.0,2022-09-29
867,3050405,0.0,2022-09-29
868,2700658,0.0,2022-09-29
869,1904189,0.0,2022-09-29
870,2825192,0.0,2022-09-29
871,3050399,0.0,2022-09-29
872,3050396,0.0,2022-09-29
873,2982446,0.0,2022-09-29
874,3050393,0.0,2022-09-29
875,3050389,0.0,2022-09-29
876,3050386,0.0,2022-09-29
877,3050383,0.0,2022-09-29
878,1593147,0.0,2022-09-29
879,3092857,0.0,2022-09-29
880,2681031,0.0,2022-09-29
881,3050380,0.0,2022-09-29
882,3023011,2.0,2022-09-29
883,3050371,6.0,2022-09-29
884,3050367,0.0,2022-09-29
885,3050364,0.0,2022-09-29
886,3050361,0.0,2022-09-29
887,3023009,5.0,2022-09-29
888,3023007,0.0,2022-09-29
889,3050354,0.0,2022-09-29
890,3050351,2.0,2022-09-29
891,3023006,0.0,2022-09-29
892,3050344,0.0,2022-09-29
893,1523450,0.0,2022-09-29
894,3023005,0.0,2022-09-29
895,3050341,0.0,2022-09-29
896,3050339,0.0,2022-09-29
897,1373114,0.0,2022-09-29
898,3050336,4.0,2022-09-29
899,3050333,0.0,2022-09-29
900,3050330,0.0,2022-09-29
901,3050327,0.0,2022-09-29
902,3050324,0.0,2022-09-29
903,3050321,2.0,2022-09-29
904,1968197,0.0,2022-09-29
905,3050318,0.0,2022-09-29
906,3050315,0.0,2022-09-29
907,3023004,0.0,2022-09-29
908,3050309,0.0,2022-09-29
909,3050306,0.0,2022-09-29
910,3023003,0.0,2022-09-29
911,3050300,0.0,2022-09-29
912,3050297,0.0,2022-09-29
913,3050294,0.0,2022-09-29
914,3050291,0.0,2022-09-29
915,3050288,0.0,2022-09-29
916,3050285,0.0,2022-09-29
917,3080239,0.0,2022-09-29
918,2722869,0.0,2022-09-29
919,2700615,0.0,2022-09-29
920,3050282,0.0,2022-09-29
921,3001026,0.0,2022-09-29
922,3050276,0.0,2022-09-29
923,3050273,0.0,2022-09-29
924,3050270,0.0,2022-09-29
925,3050266,2.0,2022-09-29
926,3050263,15.0,2022-09-29
927,3050260,0.0,2022-09-29
928,3050257,0.0,2022-09-29
929,3050254,0.0,2022-09-29
930,3023000,28.000000000000004,2022-09-29
931,3050251,18.0,2022-09-29
932,3050248,0.0,2022-09-29
933,3050245,0.0,2022-09-29
934,3050242,0.0,2022-09-29
935,3050239,0.0,2022-09-29
936,3050233,0.0,2022-09-29
937,3050230,0.0,2022-09-29
938,2991721,0.0,2022-09-29
939,3050227,0.0,2022-09-29
940,3129261,0.0,2022-09-29
941,3050224,0.0,2022-09-29
942,3050221,0.0,2022-09-29
943,3050218,0.0,2022-09-29
944,2736406,0.0,2022-09-29
945,3218678,7.000000000000001,2022-09-29
946,3035474,7.000000000000001,2022-09-29
947,1242781,0.0,2022-09-29
948,3050215,6.0,2022-09-29
949,3021687,0.0,2022-09-29
950,3050212,0.0,2022-09-29
951,3050209,0.0,2022-09-29
952,3050206,0.0,2022-09-29
953,3050203,0.0,2022-09-29
954,3022998,0.0,2022-09-29
955,3050200,5.0,2022-09-29
956,3050198,0.0,2022-09-29
957,3050195,7.000000000000001,2022-09-29
958,3050192,0.0,2022-09-29
959,1485366,0.0,2022-09-29
960,3050189,0.0,2022-09-29
961,3022996,0.0,2022-09-29
962,3050186,0.0,2022-09-29
963,3050183,0.0,2022-09-29
964,3022994,0.0,2022-09-29
965,2700591,0.0,2022-09-29
966,3050180,0.0,2022-09-29
967,1522909,0.0,2022-09-29
968,3226056,0.0,2022-09-29
969,3050177,0.0,2022-09-29
970,2520078,15.0,2022-09-29
971,3050170,0.0,2022-09-29
972,3050164,0.0,2022-09-29
973,3050161,0.0,2022-09-29
974,3227723,0.0,2022-09-29
975,3050158,3.0,2022-09-29
976,3050155,0.0,2022-09-29
977,2656097,11.0,2022-09-29
978,3050152,9.0,2022-09-29
979,3050149,0.0,2022-09-29
980,3050143,0.0,2022-09-29
981,3050139,0.0,2022-09-29
982,3050135,0.0,2022-09-29
983,3050132,0.0,2022-09-29
984,3050129,0.0,2022-09-29
985,3050126,0.0,2022-09-29
986,3050122,0.0,2022-09-29
987,3050119,0.0,2022-09-29
988,3050115,1.0,2022-09-29
989,3050112,0.0,2022-09-29
990,2700575,0.0,2022-09-29
991,3050109,0.0,2022-09-29
992,3050106,0.0,2022-09-29
993,3050104,0.0,2022-09-29
994,3050100,2.0,2022-09-29
995,3050097,0.0,2022-09-29
996,3050094,29.0,2022-09-29
997,3050091,0.0,2022-09-29
998,3050088,0.0,2022-09-29
999,3050081,5.0,2022-09-29
1000,3050073,0.0,2022-09-29
1001,3050070,0.0,2022-09-29
1002,3050068,0.0,2022-09-29
1003,2736546,0.0,2022-09-29
1004,3050065,0.0,2022-09-29
1005,2683936,0.0,2022-09-29
1006,3050059,9.0,2022-09-29
1007,3050056,0.0,2022-09-29
1008,2700564,0.0,2022-09-29
1009,3022990,0.0,2022-09-29
1010,3235148,0.0,2022-09-29
1011,3050052,0.0,2022-09-29
1012,3050049,0.0,2022-09-29
1013,3050047,0.0,2022-09-29
1014,3050044,0.0,2022-09-29
1015,3022989,0.0,2022-09-29
1016,3050040,0.0,2022-09-29
1017,3050038,0.0,2022-09-29
1018,1000696,0.0,2022-09-29
1019,3050035,0.0,2022-09-29
1020,3050031,0.0,2022-09-29
1021,3022987,0.0,2022-09-29
1022,3050028,0.0,2022-09-29
1023,3050025,0.0,2022-09-29
1024,3050021,0.0,2022-09-29
1025,2700560,0.0,2022-09-29
1026,3050017,3.0,2022-09-29
1027,3050014,28.000000000000004,2022-09-29
1028,3050011,0.0,2022-09-29
1029,3050008,0.0,2022-09-29
1030,3022986,19.0,2022-09-29
1031,3050005,0.0,2022-09-29
1032,3049998,6.0,2022-09-29
1033,3049991,0.0,2022-09-29
1034,460763,0.0,2022-09-29
1035,3049988,0.0,2022-09-29
1036,3049985,0.0,2022-09-29
1037,3049982,0.0,2022-09-29
1038,1534284,0.0,2022-09-29
1039,2700552,0.0,2022-09-29
1040,3049976,19.0,2022-09-29
1041,2744680,0.0,2022-09-29
1042,3022984,0.0,2022-09-29
1043,3049973,0.0,2022-09-29
1044,3049970,0.0,2022-09-29
1045,3049967,0.0,2022-09-29
1046,3049964,5.0,2022-09-29
1047,3049961,0.0,2022-09-29
1048,3049956,0.0,2022-09-29
1049,3049949,0.0,2022-09-29
1050,3049946,0.0,2022-09-29
1051,3050271,0.0,2022-09-29
1052,1535129,3.0,2022-09-29
1053,3049943,0.0,2022-09-29
1054,3049940,0.0,2022-09-29
1055,3049934,0.0,2022-09-29
1056,2736402,0.0,2022-09-29
1057,3049931,0.0,2022-09-29
1058,3049928,11.0,2022-09-29
1059,3049922,0.0,2022-09-29
1060,3049919,0.0,2022-09-29
1061,3049916,0.0,2022-09-29
1062,3049913,0.0,2022-09-29
1063,3049905,0.0,2022-09-29
1064,3049901,0.0,2022-09-29
1065,3049898,0.0,2022-09-29
1066,3049895,0.0,2022-09-29
1067,3049892,0.0,2022-09-29
1068,3022983,12.0,2022-09-29
1069,3049890,0.0,2022-09-29
1070,3049887,0.0,2022-09-29
1071,3049884,1.0,2022-09-29
1072,3049880,0.0,2022-09-29
1073,3049877,0.0,2022-09-29
1074,3049874,0.0,2022-09-29
1075,3049871,0.0,2022-09-29
1076,3049868,0.0,2022-09-29
1077,2700528,0.0,2022-09-29
1078,3049862,0.0,2022-09-29
1079,3049859,0.0,2022-09-29
1080,3049853,0.0,2022-09-29
1081,3022982,0.0,2022-09-29
1082,291926,0.0,2022-09-29
1083,3049849,0.0,2022-09-29
1084,1579458,0.0,2022-09-29
1085,3049844,0.0,2022-09-29
1086,3051107,0.0,2022-09-29
1087,3049841,0.0,2022-09-29
1088,2778337,0.0,2022-09-29
1089,3049836,0.0,2022-09-29
1090,1683974,0.0,2022-09-29
1091,3049833,0.0,2022-09-29
1092,3049827,0.0,2022-09-29
1093,3049822,3.0,2022-09-29
1094,3049820,0.0,2022-09-29
1095,3049817,0.0,2022-09-29
1096,2177307,0.0,2022-09-29
1097,2484423,0.0,2022-09-29
1098,3049814,0.0,2022-09-29
1099,3049811,5.0,2022-09-29
1100,3049808,0.0,2022-09-29
1101,3049805,0.0,2022-09-29
1102,3049802,0.0,2022-09-29
1103,3049799,0.0,2022-09-29
1104,3049796,0.0,2022-09-29
1105,3196767,9.0,2022-09-29
1106,3049793,0.0,2022-09-29
1107,3049790,0.0,2022-09-29
1108,3049786,0.0,2022-09-29
1109,3049783,0.0,2022-09-29
1110,3049780,0.0,2022-09-29
1111,2700514,0.0,2022-09-29
1112,3049775,0.0,2022-09-29
1113,3049772,0.0,2022-09-29
1114,3022981,13.0,2022-09-29
1115,693133,0.0,2022-09-29
1116,3049769,0.0,2022-09-29
1117,3049766,0.0,2022-09-29
1118,3022978,1.0,2022-09-29
1119,2736459,0.0,2022-09-29
1120,3049763,0.0,2022-09-29
1121,3049760,0.0,2022-09-29
1122,3049757,0.0,2022-09-29
1123,3022977,0.0,2022-09-29
1124,3049756,0.0,2022-09-29
1125,3049753,0.0,2022-09-29
1126,3049750,0.0,2022-09-29
1127,3049747,4.0,2022-09-29
1128,3049744,0.0,2022-09-29
1129,3022975,0.0,2022-09-29
1130,3049741,2.0,2022-09-29
1131,3049737,0.0,2022-09-29
1132,2733272,0.0,2022-09-29
1133,3022897,0.0,2022-09-29
1134,3022972,0.0,2022-09-29
1135,3049732,5.0,2022-09-29
1136,3049729,0.0,2022-09-29
1137,3049727,0.0,2022-09-29
1138,2700497,0.0,2022-09-29
1139,3050531,0.0,2022-09-29
1140,3022971,6.0,2022-09-29
1141,2828321,0.0,2022-09-29
1142,2700493,0.0,2022-09-29
1143,3022970,0.0,2022-09-29
1144,3049723,0.0,2022-09-29
1145,3049719,0.0,2022-09-29
1146,3049716,0.0,2022-09-29
1147,3049714,0.0,2022-09-29
1148,3022969,28.000000000000004,2022-09-29
1149,2854508,2.0,2022-09-29
1150,3046879,0.0,2022-09-29
1151,3049712,0.0,2022-09-29
1152,3049710,18.0,2022-09-29
1153,3022968,0.0,2022-09-29
1154,3049708,2.0,2022-09-29
1155,3049706,0.0,2022-09-29
1156,3022967,0.0,2022-09-29
1157,3049702,2.0,2022-09-29
1158,2700482,0.0,2022-09-29
1159,2700481,0.0,2022-09-29
1160,3049700,0.0,2022-09-29
1161,3022966,0.0,2022-09-29
1162,3049697,0.0,2022-09-29
1163,2768192,0.0,2022-09-29
1164,1733960,0.0,2022-09-29
1165,3049695,2.0,2022-09-29
1166,3049693,0.0,2022-09-29
1167,3022965,0.0,2022-09-29
1168,3049691,0.0,2022-09-29
1169,1882763,0.0,2022-09-29
1170,3050864,4.0,2022-09-29
1171,3050859,0.0,2022-09-29
1172,3050856,0.0,2022-09-29
1173,3050851,0.0,2022-09-29
1174,3050836,0.0,2022-09-29
1175,3050833,0.0,2022-09-29
1176,3050829,0.0,2022-09-29
1177,3050824,0.0,2022-09-29
1178,3050820,0.0,2022-09-29
1179,3050816,0.0,2022-09-29
1180,1522906,0.0,2022-09-29
1181,3050808,0.0,2022-09-29
1182,3050803,0.0,2022-09-29
1183,3050798,0.0,2022-09-29
1184,3050794,0.0,2022-09-29
1185,3050792,0.0,2022-09-29
1186,3050788,0.0,2022-09-29
1187,3050784,0.0,2022-09-29
1188,3050780,9.0,2022-09-29
1189,1380329,0.0,2022-09-29
1190,2700467,0.0,2022-09-29
1191,3050776,0.0,2022-09-29
1192,3050770,0.0,2022-09-29
1193,3045809,0.0,2022-09-29
1194,3050766,0.0,2022-09-29
1195,3079958,0.0,2022-09-29
1196,3050763,5.0,2022-09-29
1197,3050758,0.0,2022-09-29
1198,3050754,0.0,2022-09-29
1199,3050746,0.0,2022-09-29
1200,3050741,0.0,2022-09-29
1201,1514889,0.0,2022-09-29
1202,3050737,0.0,2022-09-29
1203,3050733,0.0,2022-09-29
1204,3050729,0.0,2022-09-29
1205,3050723,6.0,2022-09-29
1206,3050719,1.0,2022-09-29
1207,2918071,0.0,2022-09-29
1208,3049222,1.0,2022-09-29
1209,3050716,0.0,2022-09-29
1210,3218718,29.0,2022-09-29
1211,3050712,0.0,2022-09-29
1212,2736528,0.0,2022-09-29
1213,1406632,0.0,2022-09-29
1214,3022962,9.0,2022-09-29
1215,1296795,30.0,2022-09-29
1216,3050704,0.0,2022-09-29
1217,2700451,0.0,2022-09-29
1218,3050750,2.0,2022-09-29
1219,3050698,0.0,2022-09-29
1220,3050696,0.0,2022-09-29
1221,3050691,29.0,2022-09-29
1222,3050966,0.0,2022-09-29
1223,2697958,0.0,2022-09-29
1224,3022961,0.0,2022-09-29
1225,3050687,0.0,2022-09-29
1226,3050683,0.0,2022-09-29
1227,3050708,2.0,2022-09-29
1228,2700449,0.0,2022-09-29
1229,3050674,0.0,2022-09-29
1230,3050669,0.0,2022-09-29
1231,3050657,0.0,2022-09-29
1232,3050648,0.0,2022-09-29
1233,3050644,0.0,2022-09-29
1234,3022957,0.0,2022-09-29
1235,3050636,0.0,2022-09-29
1236,3050632,9.0,2022-09-29
1237,3050623,0.0,2022-09-29
1238,3050619,0.0,2022-09-29
1239,3209641,13.0,2022-09-29
1240,3050615,0.0,2022-09-29
1241,3050611,0.0,2022-09-29
1242,3050607,0.0,2022-09-29
1243,3050603,0.0,2022-09-29
1244,1239905,0.0,2022-09-29
1245,3050599,0.0,2022-09-29
1246,2700433,0.0,2022-09-29
1247,3050595,0.0,2022-09-29
1248,3050591,0.0,2022-09-29
1249,1862840,0.0,2022-09-29
1250,3022956,0.0,2022-09-29
1251,3050587,0.0,2022-09-29
1252,3050583,0.0,2022-09-29
1253,3050579,3.0,2022-09-29
1254,3050571,0.0,2022-09-29
1255,3050568,0.0,2022-09-29
1256,3050562,0.0,2022-09-29
1257,3050559,0.0,2022-09-29
1258,3050555,0.0,2022-09-29
1259,3049004,0.0,2022-09-29
1260,3050552,0.0,2022-09-29
1261,3050549,0.0,2022-09-29
1262,2056054,0.0,2022-09-29
1263,3050543,3.0,2022-09-29
1264,3050537,0.0,2022-09-29
1265,3050530,0.0,2022-09-29
1266,2896180,0.0,2022-09-29
1267,3050524,0.0,2022-09-29
1268,3050521,0.0,2022-09-29
1269,3050515,0.0,2022-09-29
1270,3050512,0.0,2022-09-29
1271,3050509,0.0,2022-09-29
1272,3050506,0.0,2022-09-29
1273,3050502,0.0,2022-09-29
1274,3050496,0.0,2022-09-29
1275,3050492,0.0,2022-09-29
1276,2578836,0.0,2022-09-29
1277,3050489,1.0,2022-09-29
1278,3022903,0.0,2022-09-29
1279,3050482,17.0,2022-09-29
1280,3050477,0.0,2022-09-29
1281,3050475,0.0,2022-09-29
1282,3050471,0.0,2022-09-29
1283,3050469,0.0,2022-09-29
1284,3050466,0.0,2022-09-29
1285,3050460,0.0,2022-09-29
1286,3050457,0.0,2022-09-29
1287,2607188,0.0,2022-09-29
1288,3050454,0.0,2022-09-29
1289,3050451,6.0,2022-09-29
1290,3050448,0.0,2022-09-29
1291,3050444,0.0,2022-09-29
1292,3050437,0.0,2022-09-29
1293,3050434,9.0,2022-09-29
1294,2700408,0.0,2022-09-29
1295,3050431,12.0,2022-09-29
1296,3022952,0.0,2022-09-29
1297,2938563,0.0,2022-09-29
1298,3050428,0.0,2022-09-29
1299,3050425,0.0,2022-09-29
1300,3050422,26.0,2022-09-29
1301,3050416,0.0,2022-09-29
1302,3050408,0.0,2022-09-29
1303,3050404,0.0,2022-09-29
1304,2700401,0.0,2022-09-29
1305,3022951,0.0,2022-09-29
1306,2736446,0.0,2022-09-29
1307,3050397,0.0,2022-09-29
1308,3050394,0.0,2022-09-29
1309,2700395,0.0,2022-09-29
1310,3050391,0.0,2022-09-29
1311,3235921,0.0,2022-09-29
1312,3050385,0.0,2022-09-29
1313,3050379,0.0,2022-09-29
1314,3041125,0.0,2022-09-29
1315,3050373,0.0,2022-09-29
1316,1487743,0.0,2022-09-29
1317,3050370,0.0,2022-09-29
1318,3050368,0.0,2022-09-29
1319,3050362,0.0,2022-09-29
1320,3050352,0.0,2022-09-29
1321,3050349,0.0,2022-09-29
1322,3022949,0.0,2022-09-29
1323,3050343,0.0,2022-09-29
1324,3050340,0.0,2022-09-29
1325,3050337,6.0,2022-09-29
1326,3050334,0.0,2022-09-29
1327,3050331,9.0,2022-09-29
1328,3050328,0.0,2022-09-29
1329,2736404,0.0,2022-09-29
1330,3050323,0.0,2022-09-29
1331,3050319,0.0,2022-09-29
1332,3050316,0.0,2022-09-29
1333,3050313,0.0,2022-09-29
1334,3223396,0.0,2022-09-29
1335,3227984,0.0,2022-09-29
1336,3050310,2.0,2022-09-29
1337,3050307,0.0,2022-09-29
1338,3022948,0.0,2022-09-29
1339,3230003,0.0,2022-09-29
1340,3050304,0.0,2022-09-29
1341,3050298,0.0,2022-09-29
1342,3050295,0.0,2022-09-29
1343,3050292,0.0,2022-09-29
1344,3050289,0.0,2022-09-29
1345,3050286,0.0,2022-09-29
1346,1522598,0.0,2022-09-29
1347,3050280,0.0,2022-09-29
1348,3050277,0.0,2022-09-29
1349,2736464,0.0,2022-09-29
1350,3022946,25.0,2022-09-29
1351,3022945,0.0,2022-09-29
1352,3050274,0.0,2022-09-29
1353,3050268,2.0,2022-09-29
1354,3050265,0.0,2022-09-29
1355,3050261,0.0,2022-09-29
1356,3050258,0.0,2022-09-29
1357,3050252,0.0,2022-09-29
1358,3050249,0.0,2022-09-29
1359,3050246,0.0,2022-09-29
1360,2501310,0.0,2022-09-29
1361,1953902,15.0,2022-09-29
1362,3050241,0.0,2022-09-29
1363,3050247,2.0,2022-09-29
1364,3050238,0.0,2022-09-29
1365,3050235,0.0,2022-09-29
1366,2700360,0.0,2022-09-29
1367,3050228,0.0,2022-09-29
1368,3050222,0.0,2022-09-29
1369,3050219,0.0,2022-09-29
1370,3022944,0.0,2022-09-29
1371,3050217,0.0,2022-09-29
1372,2846906,0.0,2022-09-29
1373,3022898,0.0,2022-09-29
1374,3050208,0.0,2022-09-29
1375,3050205,0.0,2022-09-29
1376,3050202,0.0,2022-09-29
1377,3050199,0.0,2022-09-29
1378,3050196,1.0,2022-09-29
1379,3050193,0.0,2022-09-29
1380,3050190,18.0,2022-09-29
1381,1522759,0.0,2022-09-29
1382,3101516,4.0,2022-09-29
1383,3050184,0.0,2022-09-29
1384,3050181,0.0,2022-09-29
1385,3050176,0.0,2022-09-29
1386,3079590,0.0,2022-09-29
1387,3050173,0.0,2022-09-29
1388,3022942,0.0,2022-09-29
1389,3050171,5.0,2022-09-29
1390,3050168,0.0,2022-09-29
1391,3050165,0.0,2022-09-29
1392,3050159,0.0,2022-09-29
1393,3022941,2.0,2022-09-29
1394,3050156,0.0,2022-09-29
1395,3050153,0.0,2022-09-29
1396,3050150,6.0,2022-09-29
1397,3022940,0.0,2022-09-29
1398,3050147,0.0,2022-09-29
1399,2700339,0.0,2022-09-29
1400,3022939,0.0,2022-09-29
1401,3050144,0.0,2022-09-29
1402,3050136,0.0,2022-09-29
1403,2700335,0.0,2022-09-29
1404,3050133,0.0,2022-09-29
1405,3022938,0.0,2022-09-29
1406,2736521,0.0,2022-09-29
1407,3050127,9.0,2022-09-29
1408,3050124,0.0,2022-09-29
1409,3050121,7.000000000000001,2022-09-29
1410,3022937,0.0,2022-09-29
1411,3050118,0.0,2022-09-29
1412,2299803,0.0,2022-09-29
1413,3050116,12.0,2022-09-29
1414,3050113,0.0,2022-09-29
1415,3050110,2.0,2022-09-29
1416,3050107,0.0,2022-09-29
1417,2832385,0.0,2022-09-29
1418,3050103,0.0,2022-09-29
1419,3042304,0.0,2022-09-29
1420,3022936,0.0,2022-09-29
1421,3050101,12.0,2022-09-29
1422,3050095,4.0,2022-09-29
1423,3050092,4.0,2022-09-29
1424,3050090,0.0,2022-09-29
1425,3050087,0.0,2022-09-29
1426,3050083,0.0,2022-09-29
1427,3050080,0.0,2022-09-29
1428,3050072,0.0,2022-09-29
1429,3050069,0.0,2022-09-29
1430,3022935,0.0,2022-09-29
1431,3050066,0.0,2022-09-29
1432,3050063,0.0,2022-09-29
1433,3050060,0.0,2022-09-29
1434,3050057,0.0,2022-09-29
1435,2846903,0.0,2022-09-29
1436,3050054,0.0,2022-09-29
1437,3050048,2.0,2022-09-29
1438,1549071,0.0,2022-09-29
1439,3050041,0.0,2022-09-29
1440,3050036,0.0,2022-09-29
1441,3050033,0.0,2022-09-29
1442,3050029,0.0,2022-09-29
1443,3050026,2.0,2022-09-29
1444,3050023,0.0,2022-09-29
1445,1523371,0.0,2022-09-29
1446,3050019,0.0,2022-09-29
1447,3022933,0.0,2022-09-29
1448,1522764,0.0,2022-09-29
1449,3050012,0.0,2022-09-29
1450,3050009,0.0,2022-09-29
1451,3050006,5.0,2022-09-29
1452,3050004,0.0,2022-09-29
1453,3050002,0.0,2022-09-29
1454,3022931,5.0,2022-09-29
1455,3049999,0.0,2022-09-29
1456,3049996,8.0,2022-09-29
1457,3049990,0.0,2022-09-29
1458,967471,0.0,2022-09-29
1459,3049984,0.0,2022-09-29
1460,3001609,0.0,2022-09-29
1461,3022930,0.0,2022-09-29
1462,3049981,0.0,2022-09-29
1463,3049978,0.0,2022-09-29
1464,3049975,0.0,2022-09-29
1465,3022929,0.0,2022-09-29
1466,3049969,0.0,2022-09-29
1467,3049966,0.0,2022-09-29
1468,3049963,0.0,2022-09-29
1469,3049960,0.0,2022-09-29
1470,3022928,0.0,2022-09-29
1471,3049955,0.0,2022-09-29
1472,3049951,0.0,2022-09-29
1473,3049948,0.0,2022-09-29
1474,3049945,0.0,2022-09-29
1475,3049942,0.0,2022-09-29
1476,3022927,9.0,2022-09-29
1477,2700288,0.0,2022-09-29
1478,3049939,0.0,2022-09-29
1479,3230824,0.0,2022-09-29
1480,3049936,0.0,2022-09-29
1481,3049932,0.0,2022-09-29
1482,3049930,0.0,2022-09-29
1483,3049924,0.0,2022-09-29
1484,3049921,0.0,2022-09-29
1485,3049918,0.0,2022-09-29
1486,3049915,15.0,2022-09-29
1487,3049912,0.0,2022-09-29
1488,3022926,0.0,2022-09-29
1489,3049909,0.0,2022-09-29
1490,3049904,0.0,2022-09-29
1491,3049902,0.0,2022-09-29
1492,3049899,0.0,2022-09-29
1493,3049896,0.0,2022-09-29
1494,3022925,0.0,2022-09-29
1495,3049893,10.0,2022-09-29
1496,3022924,0.0,2022-09-29
1497,3049886,0.0,2022-09-29
1498,3049881,24.0,2022-09-29
1499,482846,0.0,2022-09-29
1500,3100851,0.0,2022-09-29
1501,3049878,0.0,2022-09-29
1502,3022923,0.0,2022-09-29
1503,3049875,0.0,2022-09-29
1504,3049872,0.0,2022-09-29
1505,3049830,30.0,2022-09-29
1506,2700268,0.0,2022-09-29
1507,3049869,0.0,2022-09-29
1508,3049863,0.0,2022-09-29
1509,3049860,0.0,2022-09-29
1510,1268719,0.0,2022-09-29
1511,3049857,5.0,2022-09-29
1512,3049854,0.0,2022-09-29
1513,3049851,0.0,2022-09-29
1514,3049846,0.0,2022-09-29
1515,3049843,0.0,2022-09-29
1516,3022922,0.0,2022-09-29
1517,3049840,0.0,2022-09-29
1518,3049837,0.0,2022-09-29
1519,3049834,0.0,2022-09-29
1520,3049821,0.0,2022-09-29
1521,3049818,0.0,2022-09-29
1522,3049815,0.0,2022-09-29
1523,3049812,0.0,2022-09-29
1524,3049809,0.0,2022-09-29
1525,3049806,0.0,2022-09-29
1526,3049803,0.0,2022-09-29
1527,3049800,0.0,2022-09-29
1528,3049797,0.0,2022-09-29
1529,2991440,0.0,2022-09-29
1530,3049794,0.0,2022-09-29
1531,3049791,0.0,2022-09-29
1532,3049787,2.0,2022-09-29
1533,3049782,0.0,2022-09-29
1534,1523056,0.0,2022-09-29
1535,3049779,0.0,2022-09-29
1536,3049776,0.0,2022-09-29
1537,3022921,0.0,2022-09-29
1538,3049767,3.0,2022-09-29
1539,3049764,0.0,2022-09-29
1540,3049761,0.0,2022-09-29
1541,3049759,0.0,2022-09-29
1542,3049755,0.0,2022-09-29
1543,2875460,0.0,2022-09-29
1544,3049752,0.0,2022-09-29
1545,3049749,0.0,2022-09-29
1546,3049746,0.0,2022-09-29
1547,3022920,0.0,2022-09-29
1548,3049743,0.0,2022-09-29
1549,3049740,6.0,2022-09-29
1550,3022919,0.0,2022-09-29
1551,3022918,0.0,2022-09-29
1552,3071547,1.0,2022-09-29
1553,3049731,0.0,2022-09-29
1554,3051334,0.0,2022-09-29
1555,3022917,0.0,2022-09-29
1556,2717554,0.0,2022-09-29
1557,3049726,1.0,2022-09-29
1558,3049724,0.0,2022-09-29
1559,3049722,2.0,2022-09-29
1560,3049720,0.0,2022-09-29
1561,3049715,0.0,2022-09-29
1562,3049713,0.0,2022-09-29
1563,3049709,0.0,2022-09-29
1564,3049707,0.0,2022-09-29
1565,3049699,11.0,2022-09-29
1566,3049696,2.0,2022-09-29
1567,3049694,0.0,2022-09-29
1568,3022915,0.0,2022-09-29
1569,3049690,0.0,2022-09-29
1570,1403285,0.0,2022-09-29
1571,3049689,0.0,2022-09-29
1572,3022913,2.0,2022-09-29
1573,3022912,0.0,2022-09-29
1574,3049688,0.0,2022-09-29
1575,3049687,0.0,2022-09-29
1576,3199929,1.0,2022-09-29
1577,2055638,0.0,2022-09-29
1578,3049686,0.0,2022-09-29
1579,78271,0.0,2022-09-29
1580,3049685,0.0,2022-09-29
1581,3022911,0.0,2022-09-29
1582,3022910,0.0,2022-09-29
1583,1136116,0.0,2022-09-29
1584,2736405,0.0,2022-09-29
1585,3049684,0.0,2022-09-29
1586,3049683,0.0,2022-09-29
1587,2700214,0.0,2022-09-29
1588,3049055,0.0,2022-09-29
1589,3022909,2.0,2022-09-29
1590,3049682,0.0,2022-09-29
1591,2629673,0.0,2022-09-29
1592,2700210,0.0,2022-09-29
1593,3049680,0.0,2022-09-29
1594,2700208,0.0,2022-09-29
1595,3049678,0.0,2022-09-29
1596,3050438,0.0,2022-09-29
1597,2700202,0.0,2022-09-29
1598,3049676,0.0,2022-09-29
1599,3049674,0.0,2022-09-29
1600,2870062,0.0,2022-09-29
1601,3049672,0.0,2022-09-29
1602,3049669,0.0,2022-09-29
1603,3049668,0.0,2022-09-29
1604,3049667,0.0,2022-09-29
1605,3049666,0.0,2022-09-29
1606,3049665,0.0,2022-09-29
1607,3022907,0.0,2022-09-29
1608,3049663,0.0,2022-09-29
1609,3049662,0.0,2022-09-29
1610,3049661,11.0,2022-09-29
1611,3235246,0.0,2022-09-29
1612,3049660,19.0,2022-09-29
1613,3049658,2.0,2022-09-29
1614,3022902,0.0,2022-09-29
1615,3022906,0.0,2022-09-29
1616,2700191,0.0,2022-09-29
1617,3049657,0.0,2022-09-29
1618,3049656,0.0,2022-09-29
1619,3049655,1.0,2022-09-29
1620,3054104,0.0,2022-09-29
1621,2120751,0.0,2022-09-29
1622,3050402,0.0,2022-09-29
1623,1424165,0.0,2022-09-29
1624,3349051,2.0,2022-09-29
1625,3340452,2.0,2022-09-29
1626,3342264,0.0,2022-09-29
1627,3344294,0.0,2022-09-29
1628,1574028,0.0,2022-09-29
0,62349,0.0,2022-09-30
1,2708713,0.0,2022-09-30
2,144,0.0,2022-09-30
3,64123,0.0,2022-09-30
4,30996,0.0,2022-09-30
5,3051215,0.0,2022-09-30
6,3051213,0.0,2022-09-30
7,3051212,0.0,2022-09-30
8,3051210,0.0,2022-09-30
9,3051208,0.0,2022-09-30
10,3051202,0.0,2022-09-30
11,3051200,0.0,2022-09-30
12,3051198,0.0,2022-09-30
13,3051196,0.0,2022-09-30
14,3022899,0.0,2022-09-30
